date,home_team,away_team,home_goals,away_goals,home_win
2022-05-07,PIT,NYR,7,4,1
2022-05-07,STL,MIN,1,5,0
2022-05-07,WSH,FLA,6,1,1
2022-05-08,BOS,CAR,5,2,1
2022-05-08,DAL,CGY,4,2,1
2022-05-08,STL,MIN,5,2,1
2022-05-08,TBL,TOR,7,3,1
2022-05-09,WSH,FLA,2,3,0
2022-05-09,LAK,EDM,4,0,1
2022-05-09,PIT,NYR,7,2,1
2022-05-10,CAR,BOS,5,1,1
2022-05-10,DAL,CGY,1,4,0
2022-05-10,NSH,COL,3,5,0
2022-05-10,TOR,TBL,4,3,1
2022-05-11,NYR,PIT,5,3,1
2022-05-11,EDM,LAK,4,5,0
2022-05-11,FLA,WSH,5,3,1
2022-05-11,MIN,STL,2,5,0
2022-05-12,CGY,DAL,3,1,1
2022-05-12,TBL,TOR,4,3,1
2022-05-12,BOS,CAR,5,2,1
2022-05-13,LAK,EDM,2,4,0
2022-05-13,PIT,NYR,3,5,0
2022-05-13,STL,MIN,5,1,1
2022-05-13,WSH,FLA,3,4,0
2022-05-14,CAR,BOS,3,2,1
2022-05-14,DAL,CGY,4,2,1
2022-05-14,TOR,TBL,1,2,0
2022-05-15,EDM,LAK,2,0,1
2022-05-15,NYR,PIT,4,3,1
2022-05-16,CGY,DAL,3,2,1
2022-05-17,FLA,TBL,1,4,0
2022-05-18,CAR,NYR,2,1,1
2022-05-18,COL,STL,3,2,1
2022-05-19,CGY,EDM,9,6,1
2022-05-19,FLA,TBL,1,2,0
2022-05-20,COL,STL,1,4,0
2022-05-21,CAR,NYR,2,0,1
2022-05-21,CGY,EDM,3,5,0
2022-05-22,NYR,CAR,3,1,1
2022-05-22,STL,COL,2,5,0
2022-05-22,TBL,FLA,5,1,1
2022-05-23,EDM,CGY,4,1,1
2022-05-23,TBL,FLA,2,0,1
2022-05-24,STL,COL,3,6,0
2022-05-24,NYR,CAR,4,1,1
2022-05-25,EDM,CGY,5,3,1
2022-05-26,CAR,NYR,3,1,1
2022-05-26,COL,STL,4,5,0
2022-05-27,CGY,EDM,4,5,0
2022-05-28,STL,COL,2,3,0
2022-05-29,NYR,CAR,5,2,1
2022-05-31,CAR,NYR,2,6,0
2022-06-01,COL,EDM,8,6,1
2022-06-02,NYR,TBL,6,2,1
2022-06-03,COL,EDM,4,0,1
2022-06-04,NYR,TBL,3,2,1
2022-06-05,EDM,COL,2,4,0
2022-06-05,TBL,NYR,3,2,1
2022-06-07,EDM,COL,5,6,0
2022-06-08,TBL,NYR,4,1,1
2022-06-10,NYR,TBL,1,3,0
2022-06-12,TBL,NYR,2,1,1
2022-06-16,COL,TBL,4,3,1
2022-06-19,COL,TBL,7,0,1
2022-06-21,TBL,COL,6,2,1
2022-06-23,TBL,COL,2,3,0
2022-06-25,COL,TBL,2,3,0
2022-06-27,TBL,COL,1,2,0
2022-10-07,NSH,SJS,4,1,1
2022-10-08,SJS,NSH,2,3,0
2022-10-11,NYR,TBL,3,1,1
2022-10-12,CAR,CBJ,4,1,1
2022-10-12,LAK,VGK,3,4,0
2022-10-12,MTL,TOR,4,3,1
2022-10-12,WSH,BOS,2,5,0
2022-10-13,TOR,WSH,3,2,1
2022-10-13,PIT,ARI,6,2,1
2022-10-13,PHI,NJD,5,2,1
2022-10-13,NYI,FLA,1,3,0
2022-10-13,COL,CHI,5,2,1
2022-10-13,BUF,OTT,4,1,1
2022-10-13,ANA,SEA,5,4,1
2022-10-13,EDM,VAN,5,3,1
2022-10-14,VGK,CHI,1,0,1
2022-10-14,CBJ,TBL,2,5,0
2022-10-14,CGY,COL,5,3,1
2022-10-14,DET,MTL,3,0,1
2022-10-14,LAK,SEA,1,4,0
2022-10-14,MIN,NYR,3,7,0
2022-10-14,NSH,DAL,1,4,0
2022-10-15,TOR,OTT,3,2,1
2022-10-15,SJS,CAR,1,2,0
2022-10-15,WPG,NYR,4,1,1
2022-10-15,WSH,MTL,3,1,1
2022-10-15,PIT,TBL,6,2,1
2022-10-15,NYI,ANA,7,1,1
2022-10-15,BOS,ARI,6,3,1
2022-10-15,PHI,VAN,3,2,1
2022-10-15,NJD,DET,2,5,0
2022-10-15,BUF,FLA,3,4,0
2022-10-16,DAL,NSH,5,1,1
2022-10-16,EDM,CGY,3,4,0
2022-10-16,MIN,LAK,6,7,0
2022-10-16,SEA,VGK,2,5,0
2022-10-16,SJS,CHI,2,5,0
2022-10-16,STL,CBJ,5,2,1
2022-10-17,WSH,VAN,6,4,1
2022-10-17,TOR,ARI,2,4,0
2022-10-17,NYR,ANA,6,4,1
2022-10-17,DET,LAK,4,5,0
2022-10-17,BOS,FLA,5,3,1
2022-10-17,MTL,PIT,3,2,1
2022-10-18,CBJ,VAN,4,3,1
2022-10-18,DAL,WPG,4,1,1
2022-10-18,MIN,COL,3,6,0
2022-10-18,NJD,ANA,4,2,1
2022-10-18,NYI,SJS,5,2,1
2022-10-18,OTT,BOS,7,5,1
2022-10-18,SEA,CAR,1,5,0
2022-10-18,TBL,PHI,2,3,0
2022-10-19,NSH,LAK,3,4,0
2022-10-19,FLA,PHI,4,3,1
2022-10-19,CGY,VGK,3,2,1
2022-10-19,EDM,BUF,2,4,0
2022-10-20,SEA,STL,3,4,0
2022-10-20,TOR,DAL,3,2,1
2022-10-20,OTT,WSH,5,2,1
2022-10-20,NYR,SJS,2,3,0
2022-10-20,PIT,LAK,6,1,1
2022-10-20,MTL,ARI,6,2,1
2022-10-20,COL,WPG,3,4,0
2022-10-20,CBJ,NSH,5,3,1
2022-10-20,BOS,ANA,2,1,1
2022-10-20,NYI,NJD,1,4,0
2022-10-21,VGK,WPG,5,2,1
2022-10-21,CGY,BUF,3,6,0
2022-10-21,EDM,CAR,6,4,1
2022-10-21,FLA,TBL,2,3,0
2022-10-21,MIN,VAN,4,3,1
2022-10-22,WSH,LAK,4,3,1
2022-10-22,OTT,ARI,6,2,1
2022-10-22,WPG,TOR,1,4,0
2022-10-22,MTL,DAL,2,5,0
2022-10-22,TBL,NYI,5,3,1
2022-10-22,COL,SEA,2,3,0
2022-10-22,EDM,STL,0,2,0
2022-10-22,BOS,MIN,4,3,1
2022-10-22,NJD,SJS,2,1,1
2022-10-22,CHI,DET,4,3,1
2022-10-22,CBJ,PIT,3,6,0
2022-10-23,CGY,CAR,3,2,1
2022-10-23,CHI,SEA,5,4,1
2022-10-23,DET,ANA,5,1,1
2022-10-23,FLA,NYI,3,2,1
2022-10-23,NSH,PHI,1,3,0
2022-10-23,NYR,CBJ,1,5,0
2022-10-23,PHI,SJS,0,3,0
2022-10-23,VAN,BUF,1,5,0
2022-10-23,VGK,COL,2,3,0
2022-10-24,OTT,DAL,4,2,1
2022-10-24,NJD,WSH,3,6,0
2022-10-25,BOS,DAL,3,1,1
2022-10-25,CBJ,ARI,3,6,0
2022-10-25,DET,NJD,2,6,0
2022-10-25,EDM,PIT,6,3,1
2022-10-25,MTL,MIN,1,3,0
2022-10-25,VAN,CAR,2,3,0
2022-10-25,VGK,TOR,3,1,1
2022-10-25,WPG,STL,4,0,1
2022-10-26,SJS,VGK,2,4,0
2022-10-26,SEA,BUF,5,1,1
2022-10-26,NYR,COL,2,3,0
2022-10-26,NYI,NYR,3,0,1
2022-10-26,CHI,FLA,4,2,1
2022-10-26,CGY,PIT,4,1,1
2022-10-26,LAK,TBL,4,2,1
2022-10-27,ANA,TBL,2,4,0
2022-10-27,BOS,DET,5,1,1
2022-10-27,BUF,MTL,2,3,0
2022-10-27,OTT,MIN,2,4,0
2022-10-27,PHI,FLA,4,3,1
2022-10-27,STL,EDM,1,3,0
2022-10-28,VGK,ANA,4,0,1
2022-10-28,SJS,TOR,4,3,1
2022-10-28,SEA,VAN,4,5,0
2022-10-28,NSH,STL,6,2,1
2022-10-28,NJD,COL,1,0,1
2022-10-28,CHI,EDM,5,6,0
2022-10-28,DAL,WSH,2,0,1
2022-10-28,CBJ,BOS,0,4,0
2022-10-28,CAR,NYI,2,6,0
2022-10-28,LAK,WPG,4,6,0
2022-10-29,VAN,PIT,5,1,1
2022-10-29,STL,MTL,4,7,0
2022-10-29,SJS,TBL,3,4,0
2022-10-29,PHI,CAR,3,4,0
2022-10-29,NYI,COL,5,4,1
2022-10-29,LAK,TOR,4,2,1
2022-10-29,DET,MIN,2,1,1
2022-10-29,ARI,WPG,2,3,0
2022-10-29,FLA,OTT,5,3,1
2022-10-29,DAL,NYR,3,6,0
2022-10-29,BUF,CHI,4,3,1
2022-10-30,CGY,EDM,2,3,0
2022-10-30,CHI,MIN,3,4,0
2022-10-30,NJD,CBJ,7,1,1
2022-10-30,NSH,WSH,0,3,0
2022-10-30,SEA,PIT,3,1,1
2022-10-31,VGK,WPG,2,1,1
2022-10-31,CAR,WSH,3,2,1
2022-10-31,ANA,TOR,4,3,1
2022-10-31,ARI,NYR,2,3,0
2022-10-31,BUF,DET,8,3,1
2022-11-01,NYR,PHI,1,0,1
2022-11-01,STL,LAK,1,5,0
2022-11-01,TBL,OTT,4,3,1
2022-11-01,WSH,VGK,2,3,0
2022-11-02,PIT,BOS,5,6,0
2022-11-02,VAN,NJD,2,5,0
2022-11-02,TOR,PHI,5,2,1
2022-11-02,SJS,ANA,5,6,0
2022-11-02,MIN,MTL,4,1,1
2022-11-02,EDM,NSH,7,4,1
2022-11-02,CHI,NYI,1,3,0
2022-11-02,CGY,SEA,4,5,0
2022-11-02,BUF,PIT,6,3,1
2022-11-02,ARI,FLA,3,1,1
2022-11-02,DAL,LAK,5,2,1
2022-11-03,DET,WSH,3,1,1
2022-11-03,NYR,BOS,2,5,0
2022-11-03,OTT,VGK,4,5,0
2022-11-03,TBL,CAR,3,4,0
2022-11-04,WPG,MTL,3,2,1
2022-11-04,VAN,ANA,8,5,1
2022-11-04,STL,NYI,2,5,0
2022-11-04,SJS,FLA,3,4,0
2022-11-04,MIN,SEA,0,4,0
2022-11-04,CGY,NSH,1,4,0
2022-11-04,COL,CBJ,6,3,1
2022-11-04,CHI,LAK,2,1,1
2022-11-04,CAR,BUF,5,3,1
2022-11-04,ARI,DAL,2,7,0
2022-11-04,EDM,NJD,3,4,0
2022-11-05,WSH,ARI,2,3,0
2022-11-05,WPG,CHI,4,0,1
2022-11-05,TOR,BOS,2,1,1
2022-11-05,TBL,BUF,5,3,1
2022-11-05,PIT,SEA,2,3,0
2022-11-05,MTL,VGK,4,6,0
2022-11-05,EDM,DAL,2,6,0
2022-11-05,DET,NYI,3,0,1
2022-11-05,CBJ,COL,1,5,0
2022-11-05,OTT,PHI,1,2,0
2022-11-06,VAN,NSH,3,4,0
2022-11-06,NYR,DET,2,3,0
2022-11-06,SJS,ANA,4,5,0
2022-11-06,CGY,NJD,3,4,0
2022-11-06,CAR,TOR,1,3,0
2022-11-06,LAK,FLA,5,4,1
2022-11-07,ANA,FLA,3,5,0
2022-11-08,BOS,STL,3,1,1
2022-11-08,NYI,CGY,4,3,1
2022-11-08,WSH,EDM,5,4,1
2022-11-09,PHI,STL,5,1,1
2022-11-09,TOR,VGK,3,4,0
2022-11-09,TBL,EDM,2,3,0
2022-11-09,SEA,NSH,5,1,1
2022-11-09,OTT,VAN,4,6,0
2022-11-09,WPG,DAL,5,1,1
2022-11-09,NJD,CGY,3,2,1
2022-11-09,LAK,MIN,1,0,1
2022-11-09,DET,MTL,2,3,0
2022-11-09,BUF,ARI,1,4,0
2022-11-09,NYR,NYI,3,4,0
2022-11-10,ANA,MIN,1,4,0
2022-11-10,FLA,CAR,3,0,1
2022-11-10,MTL,VAN,5,2,1
2022-11-10,WSH,PIT,1,4,0
2022-11-11,STL,SJS,5,3,1
2022-11-11,NYI,ARI,0,2,0
2022-11-11,NJD,OTT,4,3,1
2022-11-11,DET,NYR,2,8,0
2022-11-11,LAK,CHI,2,1,1
2022-11-11,CBJ,PHI,5,2,1
2022-11-11,CAR,EDM,7,2,1
2022-11-11,BUF,VGK,4,7,0
2022-11-11,BOS,CGY,3,1,1
2022-11-11,COL,NSH,5,3,1
2022-11-12,WSH,TBL,5,1,1
2022-11-12,TOR,PIT,2,4,0
2022-11-12,SEA,MIN,0,1,0
2022-11-12,FLA,EDM,2,4,0
2022-11-12,DAL,SJS,4,5,0
2022-11-12,PHI,OTT,1,4,0
2022-11-13,NJD,ARI,4,2,1
2022-11-13,VGK,STL,2,3,0
2022-11-13,TOR,VAN,3,2,1
2022-11-13,NYI,CBJ,4,3,1
2022-11-13,NSH,NYR,2,1,1
2022-11-13,MTL,PIT,5,4,1
2022-11-13,PHI,DAL,1,5,0
2022-11-13,LAK,DET,4,3,1
2022-11-13,COL,CAR,4,1,1
2022-11-13,CGY,WPG,3,2,1
2022-11-13,BUF,BOS,1,3,0
2022-11-13,MIN,SJS,2,3,0
2022-11-13,BOS,VAN,5,2,1
2022-11-13,ANA,CHI,2,3,0
2022-11-14,NYR,ARI,4,1,1
2022-11-14,OTT,NYI,2,4,0
2022-11-14,SEA,WPG,2,3,0
2022-11-14,TBL,WSH,6,3,1
2022-11-15,COL,STL,2,3,0
2022-11-15,CGY,LAK,6,5,1
2022-11-15,CHI,CAR,0,3,0
2022-11-16,VGK,SJS,2,5,0
2022-11-16,ANA,DET,3,2,1
2022-11-16,BUF,VAN,4,5,0
2022-11-16,CBJ,PHI,5,4,1
2022-11-16,FLA,WSH,5,2,1
2022-11-16,MTL,NJD,1,5,0
2022-11-16,NSH,MIN,2,1,1
2022-11-16,PIT,TOR,2,5,0
2022-11-16,TBL,DAL,5,4,1
2022-11-17,OTT,BUF,4,1,1
2022-11-17,CHI,STL,2,5,0
2022-11-17,EDM,LAK,1,3,0
2022-11-18,TOR,NJD,2,3,0
2022-11-18,WPG,ANA,3,2,1
2022-11-18,VGK,ARI,4,1,1
2022-11-18,TBL,CGY,4,1,1
2022-11-18,SJS,DET,4,7,0
2022-11-18,SEA,NYR,3,2,1
2022-11-18,STL,WSH,5,4,1
2022-11-18,MIN,PIT,4,6,0
2022-11-18,FLA,DAL,4,6,0
2022-11-18,CBJ,MTL,6,4,1
2022-11-18,CAR,COL,2,3,0
2022-11-18,BOS,PHI,4,1,1
2022-11-18,NSH,NYI,5,4,1
2022-11-19,FLA,CGY,4,5,0
2022-11-19,OTT,NJD,1,5,0
2022-11-19,VAN,LAK,4,1,1
2022-11-20,STL,ANA,6,2,1
2022-11-20,TOR,BUF,5,2,1
2022-11-20,SEA,LAK,3,2,1
2022-11-20,WSH,COL,0,4,0
2022-11-20,WPG,PIT,0,3,0
2022-11-20,NSH,TBL,2,3,0
2022-11-20,SJS,NYR,1,2,0
2022-11-20,MIN,CAR,2,1,1
2022-11-20,BOS,CHI,6,1,1
2022-11-20,CBJ,DET,1,6,0
2022-11-20,CBJ,FLA,5,3,1
2022-11-20,MTL,PHI,5,4,1
2022-11-20,EDM,VGK,4,3,1
2022-11-20,DAL,NYI,5,2,1
2022-11-21,CHI,PIT,3,5,0
2022-11-22,TOR,NYI,2,3,0
2022-11-22,WPG,CAR,4,3,1
2022-11-22,VAN,VGK,4,5,0
2022-11-22,TBL,BOS,3,5,0
2022-11-22,STL,ANA,3,1,1
2022-11-22,PHI,CGY,2,5,0
2022-11-22,NSH,ARI,4,3,1
2022-11-22,NJD,EDM,5,2,1
2022-11-22,DAL,COL,2,3,0
2022-11-22,SJS,OTT,5,1,1
2022-11-23,LAK,NYR,3,5,0
2022-11-23,MTL,BUF,2,7,0
2022-11-24,MIN,WPG,6,1,1
2022-11-24,VGK,OTT,4,1,1
2022-11-24,SEA,SJS,8,5,1
2022-11-24,PIT,CGY,2,1,1
2022-11-24,NYI,EDM,3,0,1
2022-11-24,NJD,TOR,1,2,0
2022-11-24,WSH,PHI,3,2,1
2022-11-24,DET,NSH,3,0,1
2022-11-24,DAL,CHI,6,4,1
2022-11-24,COL,VAN,3,4,0
2022-11-24,CBJ,MTL,1,3,0
2022-11-24,CAR,ARI,0,4,0
2022-11-24,BUF,STL,6,2,1
2022-11-24,ANA,NYR,3,2,1
2022-11-24,FLA,BOS,5,2,1
2022-11-25,PHI,PIT,1,4,0
2022-11-25,MIN,TOR,3,4,0
2022-11-25,WSH,CGY,3,0,1
2022-11-25,BOS,CAR,3,2,1
2022-11-25,ANA,OTT,1,5,0
2022-11-25,CHI,MTL,2,3,0
2022-11-26,BUF,NJD,1,3,0
2022-11-26,CAR,CGY,3,2,1
2022-11-26,CBJ,NYI,2,3,0
2022-11-26,DAL,WPG,4,5,0
2022-11-26,DET,ARI,4,3,1
2022-11-26,FLA,STL,4,5,0
2022-11-26,NYR,EDM,3,4,0
2022-11-26,SJS,LAK,2,5,0
2022-11-26,TBL,STL,5,2,1
2022-11-26,VGK,SEA,2,4,0
2022-11-27,PIT,TOR,1,4,0
2022-11-27,VGK,VAN,1,5,0
2022-11-27,NYI,PHI,5,2,1
2022-11-27,NJD,WSH,5,1,1
2022-11-27,MIN,ARI,4,3,1
2022-11-27,COL,DAL,4,1,1
2022-11-28,ANA,SEA,4,5,0
2022-11-28,CHI,WPG,2,7,0
2022-11-28,LAK,OTT,2,3,0
2022-11-28,SJS,VAN,3,4,0
2022-11-29,STL,DAL,1,4,0
2022-11-29,EDM,FLA,4,3,1
2022-11-29,NYR,NJD,3,5,0
2022-11-29,CBJ,VGK,2,3,0
2022-11-29,BUF,TBL,5,6,0
2022-11-29,DET,TOR,2,4,0
2022-11-30,WPG,COL,5,0,1
2022-11-30,BOS,TBL,3,1,1
2022-11-30,CGY,FLA,6,2,1
2022-11-30,LAK,SEA,8,9,0
2022-11-30,MTL,SJS,0,4,0
2022-11-30,NSH,ANA,2,1,1
2022-11-30,PHI,NYI,3,1,1
2022-11-30,PIT,CAR,2,3,0
2022-11-30,VAN,WSH,1,5,0
2022-12-01,TOR,SJS,3,1,1
2022-12-01,OTT,NYR,1,3,0
2022-12-01,CHI,EDM,4,5,0
2022-12-01,DET,BUF,4,5,0
2022-12-02,STL,CAR,4,6,0
2022-12-02,VAN,FLA,1,5,0
2022-12-02,SEA,WSH,3,2,1
2022-12-02,PHI,TBL,1,4,0
2022-12-02,NJD,NSH,3,4,0
2022-12-02,PIT,VGK,4,3,1
2022-12-02,LAK,ARI,5,3,1
2022-12-02,DAL,ANA,5,0,1
2022-12-02,CGY,MTL,1,2,0
2022-12-02,BUF,COL,4,6,0
2022-12-02,MIN,EDM,5,3,1
2022-12-03,MIN,ANA,5,4,1
2022-12-03,NYI,NSH,1,4,0
2022-12-03,NYR,OTT,2,3,0
2022-12-03,WPG,CBJ,1,4,0
2022-12-04,PHI,NJD,2,3,0
2022-12-04,SEA,FLA,1,5,0
2022-12-04,OTT,SJS,5,2,1
2022-12-04,VAN,ARI,3,2,1
2022-12-04,WPG,ANA,5,2,1
2022-12-04,TBL,TOR,4,3,1
2022-12-04,NYR,CHI,2,5,0
2022-12-04,PIT,STL,6,2,1
2022-12-04,EDM,MTL,5,3,1
2022-12-04,BOS,COL,5,1,1
2022-12-04,CBJ,DET,2,4,0
2022-12-04,CGY,WSH,5,2,1
2022-12-04,LAK,CAR,2,4,0
2022-12-04,DET,VGK,1,4,0
2022-12-04,DAL,MIN,5,6,0
2022-12-05,BUF,SJS,6,3,1
2022-12-05,NYI,CHI,3,0,1
2022-12-06,PHI,COL,5,3,1
2022-12-06,BOS,VGK,3,4,0
2022-12-06,CGY,ARI,3,2,1
2022-12-06,EDM,WSH,2,3,0
2022-12-06,NYR,STL,6,4,1
2022-12-06,VAN,MTL,7,6,1
2022-12-07,WPG,FLA,5,2,1
2022-12-07,TBL,DET,2,4,0
2022-12-07,SEA,MTL,2,4,0
2022-12-07,PIT,CBJ,4,1,1
2022-12-07,ANA,CAR,4,3,1
2022-12-07,NYI,STL,4,7,0
2022-12-07,NJD,CHI,3,0,1
2022-12-07,DAL,TOR,0,4,0
2022-12-07,OTT,LAK,2,5,0
2022-12-08,PHI,WSH,1,4,0
2022-12-08,SJS,VAN,5,6,0
2022-12-08,VGK,NYR,1,5,0
2022-12-08,COL,BOS,0,4,0
2022-12-08,CGY,MIN,5,3,1
2022-12-08,CBJ,BUF,4,9,0
2022-12-08,EDM,ARI,8,2,1
2022-12-09,DAL,OTT,4,3,1
2022-12-09,FLA,DET,5,1,1
2022-12-09,STL,WPG,2,5,0
2022-12-09,TBL,NSH,5,2,1
2022-12-09,TOR,LAK,5,0,1
2022-12-10,WSH,SEA,4,1,1
2022-12-10,VGK,PHI,2,1,1
2022-12-10,TBL,FLA,4,1,1
2022-12-10,NSH,OTT,2,3,0
2022-12-10,NJD,NYI,4,6,0
2022-12-10,EDM,MIN,5,2,1
2022-12-10,CHI,WPG,1,3,0
2022-12-10,COL,NYR,1,2,0
2022-12-10,CBJ,CGY,3,1,1
2022-12-10,BUF,PIT,3,4,0
2022-12-10,ARI,BOS,4,3,1
2022-12-10,ANA,SJS,1,6,0
2022-12-10,DAL,DET,3,2,1
2022-12-11,STL,COL,2,3,0
2022-12-11,VAN,MIN,0,3,0
2022-12-11,TOR,CGY,5,4,1
2022-12-11,PIT,BUF,3,1,1
2022-12-11,MTL,LAK,2,4,0
2022-12-11,NYI,CAR,0,3,0
2022-12-11,FLA,SEA,2,5,0
2022-12-11,CBJ,LAK,6,5,1
2022-12-12,ARI,PHI,5,4,1
2022-12-12,VGK,BOS,1,3,0
2022-12-12,WPG,WSH,2,5,0
2022-12-13,STL,NSH,1,0,1
2022-12-13,PIT,DAL,2,1,1
2022-12-13,OTT,ANA,3,0,1
2022-12-13,NYR,NJD,4,3,1
2022-12-13,MTL,CGY,2,1,1
2022-12-13,MIN,EDM,2,1,1
2022-12-14,TOR,ANA,7,0,1
2022-12-14,TBL,SEA,6,2,1
2022-12-14,SJS,ARI,3,2,1
2022-12-14,NSH,EDM,3,6,0
2022-12-14,NJD,DAL,1,4,0
2022-12-14,BOS,NYI,4,3,1
2022-12-14,DET,CAR,0,1,0
2022-12-14,COL,PHI,3,2,1
2022-12-14,CHI,WSH,3,7,0
2022-12-14,BUF,LAK,6,0,1
2022-12-14,WPG,VGK,5,6,0
2022-12-14,FLA,CBJ,4,0,1
2022-12-15,OTT,MTL,3,2,1
2022-12-15,MIN,DET,4,1,1
2022-12-15,CGY,VAN,3,4,0
2022-12-16,WPG,NSH,2,1,1
2022-12-16,TBL,CBJ,4,1,1
2022-12-16,NYR,TOR,3,1,1
2022-12-16,NJD,PHI,1,2,0
2022-12-16,MTL,ANA,2,5,0
2022-12-16,WSH,DAL,1,2,0
2022-12-16,EDM,STL,3,4,0
2022-12-16,COL,BUF,2,4,0
2022-12-16,CHI,VGK,1,4,0
2022-12-16,CAR,SEA,3,2,1
2022-12-16,BOS,LAK,2,3,0
2022-12-16,FLA,PIT,2,4,0
2022-12-17,MIN,CHI,4,1,1
2022-12-17,EDM,ANA,3,4,0
2022-12-17,DET,OTT,3,6,0
2022-12-17,CGY,STL,2,5,0
2022-12-17,ARI,NYI,5,4,1
2022-12-17,BOS,CBJ,4,2,1
2022-12-18,NJD,FLA,2,4,0
2022-12-18,WSH,TOR,5,2,1
2022-12-18,VGK,NYI,2,5,0
2022-12-18,VAN,WPG,1,5,0
2022-12-18,PHI,NYR,3,6,0
2022-12-18,MTL,TBL,1,5,0
2022-12-18,CAR,PIT,3,2,1
2022-12-18,LAK,SJS,3,2,1
2022-12-18,MIN,OTT,4,2,1
2022-12-18,CAR,DAL,5,4,1
2022-12-18,ARI,BUF,2,5,0
2022-12-18,COL,NSH,3,1,1
2022-12-19,CHI,NYR,1,7,0
2022-12-19,SEA,WPG,3,2,1
2022-12-19,SJS,CGY,2,5,0
2022-12-20,ARI,MTL,2,3,0
2022-12-20,BOS,FLA,7,3,1
2022-12-20,CBJ,DAL,1,2,0
2022-12-20,COL,NYI,1,0,1
2022-12-20,NSH,EDM,4,3,1
2022-12-20,VAN,STL,1,5,0
2022-12-20,VGK,BUF,2,3,0
2022-12-20,WSH,DET,4,3,1
2022-12-21,SJS,CGY,3,7,0
2022-12-21,WPG,OTT,5,1,1
2022-12-21,TOR,TBL,4,1,1
2022-12-21,SEA,STL,5,2,1
2022-12-21,PIT,NYR,3,2,1
2022-12-21,LAK,ANA,4,1,1
2022-12-21,CAR,NJD,4,1,1
2022-12-21,PHI,CBJ,5,3,1
2022-12-22,TOR,PHI,4,3,1
2022-12-22,ANA,MIN,1,4,0
2022-12-22,CHI,NSH,2,4,0
2022-12-22,COL,MTL,2,1,1
2022-12-22,DAL,EDM,3,6,0
2022-12-22,DET,TBL,7,4,1
2022-12-22,FLA,NJD,2,4,0
2022-12-22,VGK,ARI,5,2,1
2022-12-23,SJS,MIN,5,2,1
2022-12-23,PIT,CAR,3,4,0
2022-12-23,OTT,WSH,2,3,0
2022-12-23,VAN,SEA,6,5,1
2022-12-23,LAK,CGY,4,3,1
2022-12-23,BOS,WPG,3,2,1
2022-12-23,NYR,NYI,5,3,1
2022-12-24,NSH,COL,2,3,0
2022-12-24,VGK,STL,5,4,1
2022-12-24,NJD,BOS,3,4,0
2022-12-24,WSH,WPG,4,1,1
2022-12-24,EDM,VAN,2,5,0
2022-12-24,NYI,FLA,5,1,1
2022-12-24,CHI,CBJ,5,2,1
2022-12-24,ANA,CGY,2,3,0
2022-12-24,ARI,LAK,2,1,1
2022-12-24,DAL,MTL,4,2,1
2022-12-24,CAR,PHI,6,5,1
2022-12-28,WPG,MIN,1,4,0
2022-12-28,STL,TOR,4,5,0
2022-12-28,OTT,BOS,3,2,1
2022-12-28,NYR,WSH,0,4,0
2022-12-28,NYI,PIT,5,1,1
2022-12-28,VAN,SJS,6,2,1
2022-12-28,LAK,VGK,4,2,1
2022-12-28,CGY,EDM,1,2,0
2022-12-28,CAR,CHI,3,0,1
2022-12-28,ARI,COL,6,3,1
2022-12-28,NSH,DAL,2,3,0
2022-12-29,ANA,VGK,3,2,1
2022-12-29,NJD,BOS,1,3,0
2022-12-29,PIT,DET,4,5,0
2022-12-29,SEA,CGY,2,3,0
2022-12-29,TBL,MTL,4,1,1
2022-12-30,STL,CHI,3,1,1
2022-12-30,WSH,OTT,3,4,0
2022-12-30,WPG,VAN,4,2,1
2022-12-30,TBL,NYR,2,1,1
2022-12-30,SJS,PHI,3,4,0
2022-12-30,NYI,CBJ,2,1,1
2022-12-30,FLA,MTL,7,2,1
2022-12-30,COL,LAK,4,5,0
2022-12-30,BUF,DET,6,3,1
2022-12-30,ARI,TOR,6,3,1
2022-12-30,ANA,NSH,1,6,0
2022-12-30,MIN,DAL,1,4,0
2022-12-31,WSH,MTL,9,2,1
2022-12-31,VGK,NSH,5,4,1
2022-12-31,TBL,ARI,5,3,1
2022-12-31,SEA,EDM,2,7,0
2022-12-31,STL,MIN,2,5,0
2022-12-31,LAK,PHI,2,4,0
2022-12-31,CBJ,CHI,4,1,1
2022-12-31,CAR,FLA,4,0,1
2022-12-31,BOS,BUF,3,4,0
2022-12-31,PIT,NJD,2,4,0
2023-01-01,CGY,VAN,3,2,1
2023-01-01,COL,TOR,2,6,0
2023-01-01,DAL,SJS,5,2,1
2023-01-01,DET,OTT,4,2,1
2023-01-01,EDM,WPG,1,2,0
2023-01-01,FLA,NYR,3,5,0
2023-01-01,NJD,CAR,4,5,0
2023-01-02,OTT,BUF,3,1,1
2023-01-02,SEA,NYI,4,1,1
2023-01-02,CHI,SJS,2,5,0
2023-01-02,BOS,PIT,2,1,1
2023-01-03,ANA,PHI,1,4,0
2023-01-03,COL,VGK,2,3,0
2023-01-04,TOR,STL,5,6,0
2023-01-04,WSH,BUF,4,5,0
2023-01-04,WPG,CGY,3,2,1
2023-01-04,VAN,NYI,2,6,0
2023-01-04,OTT,CBJ,4,0,1
2023-01-04,NYR,CAR,5,3,1
2023-01-04,NSH,MTL,6,3,1
2023-01-04,LAK,DAL,3,2,1
2023-01-04,FLA,ARI,5,3,1
