date,home_team,away_team,home_goals,away_goals,home_win
2023-04-09,MIN,STL,5,3,1
2023-04-10,ANA,COL,4,5,0
2023-04-10,DET,DAL,1,6,0
2023-04-10,FLA,TOR,1,2,0
2023-04-10,NYR,BUF,2,3,0
2023-04-10,OTT,CAR,3,2,1
2023-04-10,WPG,SJS,6,2,1
2023-04-10,WSH,NYI,5,2,1
2023-04-11,NJD,BUF,6,2,1
2023-04-11,TBL,TOR,3,4,0
2023-04-11,PIT,CHI,2,5,0
2023-04-11,PHI,CBJ,4,3,1
2023-04-11,LAK,VAN,3,0,1
2023-04-11,BOS,WSH,5,2,1
2023-04-11,CGY,NSH,2,3,0
2023-04-11,CAR,DET,4,1,1
2023-04-11,ARI,SEA,1,4,0
2023-04-11,CHI,MIN,2,4,0
2023-04-12,ANA,VAN,2,3,0
2023-04-12,COL,EDM,1,2,0
2023-04-12,MIN,WPG,1,3,0
2023-04-12,NYI,MTL,4,2,1
2023-04-12,STL,DAL,2,5,0
2023-04-12,VGK,SEA,4,1,1
2023-04-13,WSH,NJD,4,5,0
2023-04-13,TBL,DET,5,0,1
2023-04-13,NYR,TOR,2,3,0
2023-04-13,MTL,BOS,4,5,0
2023-04-13,BUF,OTT,4,3,1
2023-04-13,CGY,SJS,3,1,1
2023-04-13,CBJ,PIT,3,2,1
2023-04-13,FLA,CAR,4,6,0
2023-04-14,EDM,SJS,5,2,1
2023-04-14,SEA,VGK,1,3,0
2023-04-14,NSH,MIN,4,3,1
2023-04-14,DAL,STL,1,0,1
2023-04-14,CBJ,BUF,2,5,0
2023-04-14,CHI,PHI,4,5,0
2023-04-14,COL,WPG,4,2,1
2023-04-14,ANA,LAK,3,5,0
2023-04-14,ARI,VAN,4,5,0
2023-04-15,NSH,COL,3,4,0
2023-04-17,BOS,FLA,3,1,1
2023-04-17,CAR,NYI,2,1,1
2023-04-18,DAL,MIN,2,3,0
2023-04-18,EDM,LAK,3,4,0
2023-04-18,NJD,NYR,1,5,0
2023-04-18,TOR,TBL,3,7,0
2023-04-19,VGK,WPG,1,5,0
2023-04-19,COL,SEA,1,3,0
2023-04-19,BOS,FLA,3,6,0
2023-04-19,CAR,NYI,4,3,1
2023-04-20,DAL,MIN,7,3,1
2023-04-20,EDM,LAK,4,2,1
2023-04-20,NJD,NYR,1,5,0
2023-04-20,TOR,TBL,7,2,1
2023-04-21,COL,SEA,3,2,1
2023-04-21,FLA,BOS,2,4,0
2023-04-21,NYI,CAR,5,1,1
2023-04-21,VGK,WPG,5,2,1
2023-04-22,WPG,VGK,4,5,0
2023-04-22,TBL,TOR,3,4,0
2023-04-22,LAK,EDM,3,2,1
2023-04-22,MIN,DAL,5,1,1
2023-04-23,FLA,BOS,2,6,0
2023-04-23,MIN,DAL,2,3,0
2023-04-23,NYI,CAR,2,5,0
2023-04-23,NYR,NJD,1,2,0
2023-04-23,SEA,COL,4,6,0
2023-04-24,LAK,EDM,4,5,0
2023-04-24,NYR,NJD,1,3,0
2023-04-24,TBL,TOR,4,5,0
2023-04-25,SEA,COL,3,2,1
2023-04-25,WPG,VGK,2,4,0
2023-04-25,CAR,NYI,2,3,0
2023-04-26,BOS,FLA,3,4,0
2023-04-26,DAL,MIN,4,0,1
2023-04-26,EDM,LAK,6,3,1
2023-04-27,COL,SEA,2,3,0
2023-04-27,NJD,NYR,4,0,1
2023-04-27,TOR,TBL,2,4,0
2023-04-28,NYI,CAR,1,2,0
2023-04-28,VGK,WPG,4,1,1
2023-04-28,FLA,BOS,7,5,1
2023-04-29,TBL,TOR,1,2,0
2023-04-29,MIN,DAL,1,4,0
2023-04-29,SEA,COL,1,4,0
2023-04-30,BOS,FLA,3,4,0
2023-04-30,LAK,EDM,4,5,0
2023-04-30,NYR,NJD,5,2,1
2023-05-01,COL,SEA,1,2,0
2023-05-02,NJD,NYR,4,0,1
2023-05-02,TOR,FLA,2,4,0
2023-05-03,CAR,NJD,5,1,1
2023-05-03,DAL,SEA,4,5,0
2023-05-04,TOR,FLA,2,3,0
2023-05-04,VGK,EDM,6,4,1
2023-05-05,DAL,SEA,4,2,1
2023-05-06,VGK,EDM,1,5,0
2023-05-06,CAR,NJD,6,1,1
2023-05-07,FLA,TOR,3,2,1
2023-05-07,NJD,CAR,8,4,1
2023-05-08,SEA,DAL,7,2,1
2023-05-09,EDM,VGK,1,5,0
2023-05-09,NJD,CAR,1,6,0
2023-05-10,FLA,TOR,1,2,0
2023-05-10,SEA,DAL,3,6,0
2023-05-11,CAR,NJD,3,2,1
2023-05-11,EDM,VGK,4,1,1
2023-05-12,DAL,SEA,5,2,1
2023-05-12,TOR,FLA,2,3,0
2023-05-13,VGK,EDM,4,3,1
2023-05-13,SEA,DAL,6,3,1
2023-05-15,EDM,VGK,2,5,0
2023-05-16,DAL,SEA,2,1,1
2023-05-19,CAR,FLA,2,3,0
2023-05-20,VGK,DAL,4,3,1
2023-05-21,CAR,FLA,1,2,0
2023-05-21,VGK,DAL,3,2,1
2023-05-23,FLA,CAR,1,0,1
2023-05-24,DAL,VGK,0,4,0
2023-05-25,FLA,CAR,4,3,1
2023-05-26,DAL,VGK,3,2,1
2023-05-28,VGK,DAL,2,4,0
2023-05-30,DAL,VGK,0,6,0
2023-06-04,VGK,FLA,5,2,1
2023-06-06,VGK,FLA,7,2,1
2023-06-09,FLA,VGK,3,2,1
2023-06-11,FLA,VGK,2,3,0
2023-06-14,VGK,FLA,9,3,1
2023-10-10,TBL,NSH,5,3,1
2023-10-11,TOR,MTL,6,5,1
2023-10-11,PIT,CHI,2,4,0
2023-10-11,VGK,SEA,4,1,1
2023-10-11,BOS,CHI,3,1,1
2023-10-11,CAR,OTT,5,3,1
2023-10-12,VAN,EDM,8,1,1
2023-10-12,NJD,DET,4,3,1
2023-10-12,LAK,COL,2,5,0
2023-10-12,CBJ,PHI,2,4,0
2023-10-12,BUF,NYR,1,5,0
2023-10-12,CGY,WPG,5,3,1
2023-10-13,DAL,STL,2,1,1
2023-10-13,MIN,FLA,2,0,1
2023-10-13,NJD,ARI,3,4,0
2023-10-13,NSH,SEA,3,0,1
2023-10-13,SJS,VGK,1,4,0
2023-10-13,WSH,PIT,0,4,0
2023-10-14,WPG,FLA,6,4,1
2023-10-14,TOR,MIN,7,4,1
2023-10-14,PIT,CGY,5,2,1
2023-10-14,OTT,PHI,5,2,1
2023-10-14,CBJ,NYR,5,3,1
2023-10-14,MTL,CHI,3,2,1
2023-10-14,DET,TBL,6,4,1
2023-10-14,BOS,NSH,3,2,1
2023-10-14,NYI,BUF,3,2,1
2023-10-15,STL,SEA,2,1,1
2023-10-15,SJS,COL,1,2,0
2023-10-15,VGK,ANA,4,1,1
2023-10-15,LAK,CAR,5,6,0
2023-10-15,EDM,VAN,3,4,0
2023-10-15,OTT,TBL,5,2,1
2023-10-16,ANA,CAR,6,3,1
2023-10-16,CBJ,DET,0,4,0
2023-10-16,NJD,FLA,3,4,0
2023-10-16,NYR,ARI,2,1,1
2023-10-16,TOR,CHI,1,4,0
2023-10-16,WSH,CGY,3,2,1
2023-10-17,NYI,ARI,1,0,1
2023-10-17,PHI,VAN,2,0,1
2023-10-17,BUF,TBL,3,2,1
2023-10-17,MTL,MIN,2,5,0
2023-10-18,DET,PIT,6,3,1
2023-10-18,NSH,EDM,1,6,0
2023-10-18,OTT,WSH,6,1,1
2023-10-18,SEA,COL,1,4,0
2023-10-18,SJS,CAR,3,6,0
2023-10-18,VGK,DAL,3,2,1
2023-10-18,WPG,LAK,1,5,0
2023-10-19,TBL,VAN,4,3,1
2023-10-19,BUF,CGY,3,4,0
2023-10-19,FLA,TOR,3,1,1
2023-10-19,NYR,NSH,1,4,0
2023-10-19,PHI,EDM,4,1,1
2023-10-20,WPG,VGK,3,5,0
2023-10-20,SEA,CAR,7,4,1
2023-10-20,STL,ARI,2,6,0
2023-10-20,NYI,NJD,4,5,0
2023-10-20,SJS,BOS,1,3,0
2023-10-20,COL,CHI,4,0,1
2023-10-20,CBJ,CGY,3,1,1
2023-10-20,ANA,DAL,2,3,0
2023-10-20,MIN,LAK,3,7,0
2023-10-21,ARI,ANA,2,1,1
2023-10-21,BUF,NYI,3,1,1
2023-10-21,FLA,VAN,3,5,0
2023-10-21,MTL,WSH,3,2,1
2023-10-21,OTT,DET,2,5,0
2023-10-21,TBL,TOR,3,4,0
2023-10-22,STL,PIT,4,2,1
2023-10-22,SEA,NYR,1,4,0
2023-10-22,NSH,SJS,5,1,1
2023-10-22,MIN,CBJ,4,5,0
2023-10-22,LAK,BOS,2,4,0
2023-10-22,DAL,PHI,5,4,1
2023-10-22,DET,CGY,6,2,1
2023-10-22,COL,CAR,6,4,1
2023-10-22,CHI,VGK,3,5,0
2023-10-22,EDM,WPG,2,3,0
2023-10-23,ANA,BOS,1,3,0
2023-10-23,BUF,MTL,1,3,0
2023-10-24,TBL,CAR,3,0,1
2023-10-24,WSH,TOR,1,4,0
2023-10-24,PIT,DAL,1,4,0
2023-10-24,OTT,BUF,4,6,0
2023-10-24,MTL,NJD,2,5,0
2023-10-24,FLA,SJS,3,1,1
2023-10-25,WPG,STL,4,2,1
2023-10-25,NYI,COL,4,7,0
2023-10-25,NSH,VAN,2,3,0
2023-10-25,NJD,WSH,4,6,0
2023-10-25,MIN,EDM,7,4,1
2023-10-25,VGK,PHI,3,2,1
2023-10-25,DET,SEA,4,5,0
2023-10-25,CHI,BOS,0,3,0
2023-10-25,CGY,NYR,1,3,0
2023-10-25,CBJ,ANA,2,3,0
2023-10-25,LAK,ARI,6,3,1
2023-10-26,BOS,ANA,3,4,0
2023-10-26,CAR,SEA,3,2,1
2023-10-26,DET,WPG,1,4,0
2023-10-26,MTL,CBJ,4,3,1
2023-10-26,NYI,OTT,3,2,1
2023-10-26,PHI,MIN,6,2,1
2023-10-26,PIT,COL,4,0,1
2023-10-26,TBL,SJS,6,0,1
2023-10-27,VGK,CHI,3,4,0
2023-10-27,WSH,MIN,3,2,1
2023-10-27,NJD,BUF,5,4,1
2023-10-27,EDM,NYR,0,3,0
2023-10-27,DAL,TOR,1,4,0
2023-10-27,CGY,STL,0,3,0
2023-10-27,CAR,SJS,3,0,1
2023-10-28,ARI,LAK,4,5,0
2023-10-28,BOS,DET,4,1,1
2023-10-28,CBJ,NYI,0,2,0
2023-10-28,FLA,SEA,3,2,1
2023-10-28,MTL,WPG,4,3,1
2023-10-28,NSH,TOR,3,2,1
2023-10-28,PHI,ANA,4,7,0
2023-10-28,PIT,OTT,2,5,0
2023-10-28,VAN,STL,5,0,1
2023-10-29,WSH,SJS,3,1,1
2023-10-29,VAN,NYR,3,4,0
2023-10-29,NJD,MIN,4,3,1
2023-10-29,BUF,COL,4,0,1
2023-10-29,EDM,CGY,5,2,1
2023-10-29,LAK,VGK,3,4,0
2023-10-30,WPG,NYR,2,3,0
2023-10-30,BOS,FLA,3,2,1
2023-10-30,NYI,DET,3,4,0
2023-10-30,PHI,CAR,2,3,0
2023-10-30,PIT,ANA,3,4,0
2023-10-30,TBL,SEA,3,4,0
2023-10-31,VGK,MTL,3,2,1
2023-10-31,DAL,CBJ,5,3,1
2023-10-31,ARI,CHI,8,1,1
2023-11-01,PHI,BUF,2,5,0
2023-11-01,TOR,LAK,1,4,0
2023-11-01,VAN,NSH,5,2,1
2023-11-02,OTT,LAK,2,3,0
2023-11-02,NYR,CAR,2,1,1
2023-11-02,DET,FLA,0,2,0
2023-11-02,COL,STL,4,1,1
2023-11-02,WSH,NYI,0,3,0
2023-11-02,CBJ,TBL,4,2,1
2023-11-02,BOS,TOR,3,2,1
2023-11-02,ANA,ARI,4,3,1
2023-11-02,CGY,DAL,3,4,0
2023-11-03,ARI,MTL,3,2,1
2023-11-03,BUF,PHI,1,5,0
2023-11-03,EDM,DAL,3,4,0
2023-11-03,MIN,NJD,3,5,0
2023-11-03,SEA,NSH,4,2,1
2023-11-03,SJS,VAN,1,10,0
2023-11-03,VGK,WPG,5,2,1
2023-11-04,STL,MTL,6,3,1
2023-11-04,WSH,CBJ,2,1,1
2023-11-04,TOR,BUF,4,6,0
2023-11-04,STL,NJD,4,1,1
2023-11-04,PHI,LAK,0,5,0
2023-11-04,NYI,CAR,3,4,0
2023-11-04,OTT,TBL,4,6,0
2023-11-04,EDM,NSH,2,5,0
2023-11-04,DET,BOS,5,4,1
2023-11-04,ARI,WPG,3,5,0
2023-11-05,CHI,FLA,5,2,1
2023-11-05,MIN,NYR,5,4,1
2023-11-05,SEA,CGY,3,6,0
2023-11-05,SJS,PIT,2,10,0
2023-11-05,VAN,DAL,2,0,1
2023-11-05,VGK,COL,7,0,1
2023-11-06,ANA,VGK,4,2,1
2023-11-06,CHI,NJD,2,4,0
2023-11-07,VAN,EDM,6,2,1
2023-11-07,TOR,TBL,6,5,1
2023-11-07,FLA,CBJ,5,4,1
2023-11-07,DAL,BOS,2,3,0
2023-11-08,ANA,PIT,0,2,0
2023-11-08,ARI,SEA,4,3,1
2023-11-08,CAR,BUF,3,2,1
2023-11-08,CGY,NSH,4,2,1
2023-11-08,COL,NJD,6,3,1
2023-11-08,NYI,MIN,2,4,0
2023-11-08,NYR,DET,5,3,1
2023-11-08,SJS,PHI,2,1,1
2023-11-08,STL,WPG,2,5,0
2023-11-08,MTL,TBL,3,5,0
2023-11-09,WSH,FLA,3,4,0
2023-11-09,TOR,OTT,3,6,0
2023-11-09,VGK,LAK,1,4,0
2023-11-10,BOS,NYI,5,2,1
2023-11-10,CBJ,DAL,2,5,0
2023-11-10,COL,SEA,3,4,0
2023-11-10,DET,MTL,2,3,0
2023-11-10,LAK,PIT,3,4,0
2023-11-10,NYR,MIN,4,1,1
2023-11-10,OTT,VAN,2,5,0
2023-11-10,SJS,EDM,3,2,1
2023-11-10,STL,ARI,2,1,1
2023-11-10,TBL,CHI,3,5,0
2023-11-10,WPG,NSH,6,3,1
2023-11-11,TOR,CGY,5,4,1
2023-11-11,VGK,SJS,5,0,1
2023-11-11,NJD,WSH,2,4,0
2023-11-11,WPG,DAL,2,3,0
2023-11-11,DET,CBJ,5,4,1
2023-11-11,BUF,MIN,3,2,1
2023-11-11,ANA,PHI,3,6,0
2023-11-11,FLA,CAR,5,2,1
2023-11-12,TOR,VAN,5,2,1
2023-11-12,TBL,CAR,0,4,0
2023-11-12,OTT,CGY,4,1,1
2023-11-12,SEA,EDM,1,4,0
2023-11-12,PIT,BUF,4,0,1
2023-11-12,NYI,WSH,1,4,0
2023-11-12,FLA,CHI,4,3,1
2023-11-12,MTL,BOS,3,2,1
2023-11-12,MIN,DAL,3,8,0
2023-11-12,LAK,PHI,2,4,0
2023-11-12,COL,STL,2,8,0
2023-11-12,NSH,ARI,5,7,0
2023-11-13,ANA,SJS,4,1,1
2023-11-13,MTL,VAN,2,5,0
2023-11-13,NYR,CBJ,4,3,1
2023-11-14,EDM,NYI,4,1,1
2023-11-14,SEA,COL,1,5,0
2023-11-15,WSH,VGK,3,0,1
2023-11-15,WPG,NJD,6,3,1
2023-11-15,STL,TBL,5,0,1
2023-11-15,SJS,FLA,3,5,0
2023-11-15,BUF,BOS,2,5,0
2023-11-15,MTL,CGY,1,2,0
2023-11-15,DAL,ARI,4,3,1
2023-11-15,CBJ,PIT,3,5,0
2023-11-15,NSH,ANA,2,3,0
2023-11-16,VAN,NYI,4,3,1
2023-11-16,OTT,DET,5,4,1
2023-11-16,CAR,PHI,1,3,0
2023-11-16,COL,ANA,8,2,1
2023-11-16,EDM,SEA,4,3,1
2023-11-17,SJS,STL,5,1,1
2023-11-17,SEA,NYI,4,3,1
2023-11-17,MTL,VGK,5,6,0
2023-11-17,LAK,FLA,2,1,1
2023-11-17,PIT,NJD,2,5,0
2023-11-17,CHI,TBL,2,4,0
2023-11-17,CGY,VAN,5,2,1
2023-11-17,CBJ,ARI,2,3,0
2023-11-17,DET,TOR,2,3,0
2023-11-18,WPG,BUF,3,2,1
2023-11-18,ANA,FLA,1,2,0
2023-11-18,NSH,CHI,4,2,1
2023-11-18,OTT,MIN,2,1,1
2023-11-18,PHI,VGK,4,3,1
2023-11-18,TBL,EDM,6,4,1
2023-11-19,PIT,VGK,3,0,1
2023-11-19,PHI,CBJ,5,2,1
2023-11-19,WSH,CBJ,4,3,1
2023-11-19,VAN,SEA,3,4,0
2023-11-19,NJD,NYR,3,5,0
2023-11-19,WPG,ARI,5,2,1
2023-11-19,LAK,STL,5,1,1
2023-11-19,DAL,COL,3,6,0
2023-11-19,CGY,NYI,4,5,0
2023-11-19,CAR,PIT,4,2,1
2023-11-19,BOS,MTL,5,2,1
2023-11-19,MIN,TOR,3,4,0
2023-11-20,ANA,STL,1,3,0
2023-11-20,CHI,BUF,2,3,0
2023-11-21,VAN,SJS,3,1,1
2023-11-21,TBL,BOS,5,4,1
2023-11-21,SEA,CGY,3,4,0
2023-11-21,FLA,EDM,5,3,1
2023-11-21,DAL,NYR,6,3,1
2023-11-21,ARI,LAK,1,4,0
2023-11-21,NSH,COL,4,3,1
2023-11-23,NSH,CGY,4,2,1
2023-11-23,WSH,BUF,4,3,1
2023-11-23,TBL,WPG,2,3,0
2023-11-23,SEA,SJS,7,1,1
2023-11-23,PIT,NYR,0,1,0
2023-11-23,FLA,BOS,1,3,0
2023-11-23,NYI,PHI,3,2,1
2023-11-23,DAL,VGK,1,2,0
2023-11-23,COL,VAN,5,2,1
2023-11-23,CBJ,CHI,7,3,1
2023-11-23,CAR,EDM,6,3,1
2023-11-23,ARI,STL,5,6,0
2023-11-23,ANA,MTL,3,4,0
2023-11-23,DET,NJD,4,0,1
2023-11-24,WSH,EDM,0,5,0
2023-11-24,STL,NSH,3,8,0
2023-11-24,PHI,NYR,1,3,0
2023-11-24,NJD,CBJ,1,2,0
2023-11-24,SJS,MTL,2,3,0
2023-11-24,BUF,PIT,3,2,1
2023-11-24,BOS,DET,2,5,0
2023-11-24,ANA,LAK,2,5,0
2023-11-24,CHI,TOR,4,3,1
2023-11-25,CAR,TBL,2,8,0
2023-11-25,DAL,CGY,4,7,0
2023-11-25,FLA,WPG,0,3,0
2023-11-25,LAK,MTL,4,0,1
2023-11-25,MIN,COL,2,3,0
2023-11-25,NYR,BOS,7,4,1
2023-11-25,OTT,NYI,3,5,0
2023-11-25,SEA,VAN,1,5,0
2023-11-26,PIT,TOR,3,2,1
2023-11-26,VGK,ARI,0,2,0
2023-11-26,SJS,VAN,4,3,1
2023-11-26,NYI,PHI,0,1,0
2023-11-26,NJD,BUF,7,2,1
2023-11-26,DET,MIN,4,1,1
2023-11-26,COL,CGY,3,1,1
2023-11-26,CHI,STL,2,4,0
2023-11-26,CAR,CBJ,3,2,1
2023-11-27,EDM,ANA,8,2,1
2023-11-27,NSH,WPG,3,2,1
2023-11-28,OTT,FLA,0,5,0
2023-11-28,NYR,BUF,1,5,0
2023-11-28,SJS,WSH,2,1,1
2023-11-28,CGY,VGK,2,1,1
2023-11-28,CBJ,BOS,5,2,1
2023-11-28,COL,TBL,4,1,1
2023-11-29,WPG,DAL,0,2,0
2023-11-29,ARI,TBL,3,1,1
2023-11-29,CHI,SEA,4,3,1
2023-11-29,EDM,VGK,5,4,1
2023-11-29,MIN,STL,3,1,1
2023-11-29,NJD,NYI,5,4,1
2023-11-29,NSH,PIT,3,2,1
2023-11-29,PHI,CAR,1,4,0
2023-11-29,TOR,FLA,2,1,1
2023-11-29,VAN,ANA,3,1,1
2023-11-30,LAK,WSH,1,2,0
2023-11-30,NYR,DET,3,2,1
2023-11-30,CBJ,MTL,2,4,0
2023-12-01,TOR,SEA,4,3,1
2023-12-01,WPG,EDM,1,3,0
2023-12-01,VAN,VGK,1,4,0
2023-12-01,TBL,PIT,2,4,0
2023-12-01,PHI,NJD,3,4,0
2023-12-01,NSH,MIN,1,6,0
2023-12-01,STL,BUF,6,4,1
2023-12-01,DET,CHI,5,1,1
2023-12-01,CGY,DAL,4,3,1
2023-12-01,CAR,NYI,4,5,0
2023-12-01,BOS,SJS,3,0,1
2023-12-01,ARI,COL,4,3,1
2023-12-01,ANA,WSH,4,5,0
2023-12-01,MTL,FLA,1,5,0
2023-12-02,WPG,CHI,3,1,1
2023-12-02,CBJ,OTT,4,2,1
2023-12-02,DAL,TBL,8,1,1
2023-12-02,FLA,NYI,3,4,0
2023-12-02,NJD,SJS,3,6,0
2023-12-02,NSH,NYR,3,4,0
2023-12-03,OTT,SEA,2,0,1
2023-12-03,NYR,SJS,6,5,1
2023-12-03,TOR,BOS,3,4,0
2023-12-03,PIT,PHI,3,4,0
2023-12-03,MTL,DET,4,5,0
2023-12-03,VGK,WSH,4,1,1
2023-12-03,CGY,VAN,3,4,0
2023-12-03,CAR,BUF,6,2,1
2023-12-03,ARI,STL,4,1,1
2023-12-03,ANA,COL,4,3,1
2023-12-03,MIN,CHI,4,1,1
2023-12-04,BOS,CBJ,3,1,1
2023-12-04,BUF,NSH,1,2,0
2023-12-04,LAK,COL,4,1,1
2023-12-05,WPG,CAR,2,1,1
2023-12-05,VGK,STL,1,2,0
2023-12-05,TBL,DAL,4,0,1
2023-12-05,MTL,SEA,4,2,1
2023-12-05,ARI,WSH,6,0,1
2023-12-05,PHI,PIT,2,1,1
2023-12-06,VAN,NJD,5,6,0
2023-12-06,BUF,DET,3,5,0
2023-12-06,CBJ,LAK,3,4,0
2023-12-06,CGY,MIN,2,5,0
2023-12-06,CHI,NSH,3,4,0
2023-12-06,COL,ANA,3,2,1
2023-12-06,NYI,SJS,4,5,0
2023-12-06,OTT,NYR,6,2,1
2023-12-07,TBL,PIT,3,1,1
2023-12-07,STL,VGK,3,6,0
2023-12-07,EDM,CAR,6,1,1
2023-12-07,FLA,DAL,5,4,1
2023-12-08,SEA,NJD,1,2,0
2023-12-08,WSH,DAL,4,5,0
2023-12-08,VAN,MIN,2,0,1
2023-12-08,OTT,TOR,3,4,0
2023-12-08,NSH,TBL,5,1,1
2023-12-08,MTL,LAK,0,4,0
2023-12-08,NYI,CBJ,7,3,1
2023-12-08,COL,WPG,2,4,0
2023-12-08,CHI,ANA,1,0,1
2023-12-08,CGY,CAR,3,2,1
2023-12-08,BOS,BUF,1,3,0
2023-12-08,ARI,PHI,1,4,0
2023-12-08,DET,SJS,5,6,0
2023-12-09,FLA,PIT,3,1,1
2023-12-09,BOS,ARI,5,3,1
2023-12-09,CBJ,STL,5,2,1
2023-12-09,CGY,NJD,2,4,0
2023-12-09,DAL,VGK,1,6,0
2023-12-09,EDM,MIN,4,3,1
2023-12-10,SEA,TBL,3,4,0
2023-12-10,NYI,LAK,3,2,1
2023-12-10,VAN,CAR,4,3,1
2023-12-10,TOR,NSH,4,0,1
2023-12-10,EDM,NJD,4,1,1
2023-12-10,WSH,NYR,4,0,1
2023-12-10,COL,PHI,2,5,0
2023-12-10,CHI,STL,3,1,1
2023-12-10,CBJ,FLA,2,5,0
2023-12-10,BUF,MTL,2,3,0
2023-12-10,DET,OTT,1,5,0
2023-12-11,ANA,WPG,2,4,0
2023-12-11,CHI,WSH,2,4,0
2023-12-11,MTL,NSH,1,2,0
2023-12-11,NYR,LAK,4,1,1
2023-12-11,SEA,MIN,0,3,0
2023-12-11,VGK,SJS,5,4,1
2023-12-12,NYI,TOR,4,3,1
2023-12-12,DAL,DET,6,3,1
2023-12-12,BUF,ARI,5,2,1
2023-12-12,COL,CGY,6,5,1
2023-12-13,EDM,CHI,4,1,1
2023-12-13,NSH,PHI,3,2,1
2023-12-13,NYR,TOR,3,7,0
2023-12-13,OTT,CAR,1,4,0
2023-12-13,PIT,ARI,4,2,1
2023-12-13,SEA,FLA,4,0,1
2023-12-13,SJS,WPG,2,1,1
2023-12-13,STL,DET,4,6,0
2023-12-13,VAN,TBL,4,1,1
2023-12-13,VGK,CGY,5,4,1
2023-12-14,NJD,BOS,2,1,1
2023-12-14,MTL,PIT,3,4,0
2023-12-14,NYI,ANA,4,3,1
2023-12-14,COL,BUF,5,1,1
2023-12-14,LAK,WPG,2,5,0
2023-12-15,DET,CAR,1,2,0
2023-12-15,EDM,TBL,4,7,0
2023-12-15,MIN,CGY,3,2,1
2023-12-15,PHI,WSH,4,3,1
2023-12-15,SEA,CHI,7,1,1
2023-12-15,STL,OTT,4,2,1
2023-12-15,TOR,CBJ,5,6,0
2023-12-15,VAN,FLA,4,0,1
2023-12-16,VGK,BUF,2,5,0
2023-12-16,NYI,BOS,4,5,0
2023-12-16,MIN,VAN,2,1,1
2023-12-16,NYR,ANA,5,1,1
2023-12-16,CAR,NSH,5,6,0
2023-12-16,ARI,SJS,1,0,1
2023-12-16,DAL,OTT,5,4,1
2023-12-17,TOR,PIT,7,0,1
2023-12-17,STL,DAL,4,3,1
2023-12-17,SEA,LAK,2,3,0
2023-12-17,PHI,DET,1,0,1
2023-12-17,NSH,WSH,3,1,1
2023-12-17,MTL,NYI,5,3,1
2023-12-17,CHI,VAN,3,4,0
2023-12-17,CGY,TBL,4,2,1
2023-12-17,CBJ,NJD,3,6,0
2023-12-17,CAR,WSH,1,2,0
2023-12-17,BOS,NYR,1,2,0
2023-12-17,ARI,BUF,2,0,1
2023-12-17,WPG,COL,6,2,1
2023-12-17,EDM,FLA,1,5,0
2023-12-18,NJD,ANA,1,5,0
2023-12-18,VGK,OTT,6,3,1
2023-12-18,COL,SJS,6,2,1
2023-12-19,CGY,FLA,3,1,1
2023-12-19,DAL,SEA,4,3,1
2023-12-19,DET,ANA,3,4,0
2023-12-19,PIT,MIN,4,3,1
2023-12-19,WPG,MTL,2,3,0
2023-12-20,TOR,NYR,2,5,0
2023-12-20,TBL,STL,6,1,1
2023-12-20,SJS,LAK,1,4,0
2023-12-20,NYI,EDM,3,1,1
2023-12-20,NJD,PHI,2,3,0
2023-12-20,NSH,VAN,2,5,0
2023-12-20,CAR,VGK,6,3,1
2023-12-20,BUF,CBJ,4,9,0
2023-12-20,BOS,MIN,3,4,0
2023-12-20,ARI,OTT,4,3,1
2023-12-20,CHI,COL,3,2,1
2023-12-21,LAK,SEA,1,2,0
2023-12-21,WPG,DET,5,2,1
2023-12-21,WSH,NYI,3,2,1
2023-12-22,NJD,EDM,3,6,0
2023-12-22,TBL,VGK,5,4,1
2023-12-22,SJS,ARI,2,5,0
2023-12-22,PIT,CAR,2,1,1
2023-12-22,MIN,MTL,4,3,1
2023-12-22,PHI,NSH,2,4,0
2023-12-22,DAL,VAN,4,3,1
2023-12-22,COL,OTT,6,4,1
2023-12-22,FLA,STL,1,4,0
2023-12-22,CBJ,WSH,2,3,0
2023-12-22,BUF,TOR,9,3,1
2023-12-22,ANA,CGY,0,3,0
2023-12-23,WPG,BOS,5,1,1
2023-12-23,NYR,EDM,3,4,0
2023-12-23,NSH,DAL,2,3,0
2023-12-23,FLA,VGK,4,2,1
2023-12-23,DET,PHI,7,6,1
2023-12-23,CHI,MTL,2,5,0
2023-12-24,VAN,SJS,7,4,1
2023-12-24,STL,CHI,7,5,1
2023-12-24,OTT,PIT,5,4,1
2023-12-24,WSH,TBL,1,2,0
2023-12-24,NYR,BUF,4,3,1
2023-12-24,NJD,DET,3,2,1
2023-12-24,COL,ARI,4,1,1
2023-12-24,LAK,CGY,5,3,1
2023-12-24,CBJ,TOR,1,4,0
2023-12-24,CAR,NYI,4,5,0
2023-12-24,ANA,SEA,2,3,0
2023-12-24,MIN,BOS,3,2,1
2023-12-28,NSH,CAR,2,5,0
2023-12-28,TOR,OTT,2,4,0
2023-12-28,TBL,FLA,2,3,0
2023-12-28,STL,DAL,2,1,1
2023-12-28,NYR,WSH,5,1,1
2023-12-28,NYI,PIT,0,7,0
2023-12-28,NJD,CBJ,4,3,1
2023-12-28,ANA,VGK,5,2,1
2023-12-28,LAK,SJS,5,1,1
2023-12-28,CHI,WPG,2,1,1
2023-12-28,CGY,SEA,1,2,0
2023-12-28,BUF,BOS,1,4,0
